,memory_growth,logical_devices,core_freq,gpu_freq,emc_freq,num_cores,scheduler.policy,vm.swappiness,vm.vfs_cache_pressure,vm.dirty_background_ratio,vm.drop_caches,vm.nr_hugepages,vm.overcommit_ratio,vm.overcommit_memory,vm.overcommit_hugepages,kernel.sched_child_runs_first,kernel.sched_rt_runtime_us,vm.dirty_bytes,vm.dirty_background_bytes,vm.dirty_ratio,swap_memory,kernel.max_pids,kernel.sched_latency_ns,kernel.sched_nr_migrate,kernel.cpu_time_max_percent,kernel.sched_time_avg_ms,total_energy_consumption,bug_id,baseline
0,0.5,2.0,1420800.0,499200.0,1866000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,66029,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,600000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,68494,3.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,67915,3.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,62378,3.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,63735,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,60610,3.0,bugdoc
0,0.5,2.0,115200.0,268800.0,600000000.0,2.0,0.0,60.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,66014,3.0,bugdoc
0,0.5,2.0,115200.0,268800.0,600000000.0,3.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,64678,3.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,204000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,67760,3.0,bugdoc
0,0.5,2.0,499200.0,268800.0,204000000.0,2.0,0.0,60.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,60776,3.0,bugdoc
0,0.5,2.0,115200.0,268800.0,1866000000.0,3.0,0.0,100.0,500.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,61595,3.0,bugdoc
0,0.5,2.0,115200.0,268800.0,204000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,256.0,50.0,1000.0,66639,3.0,bugdoc
0,0.9,2.0,1420800.0,1804800.0,600000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,56865,4.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,500000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,60215,4.0,bugdoc
0,0.9,1.0,1420800.0,499200.0,600000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,58528,4.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,62247,4.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,57114,4.0,bugdoc
0,0.9,2.0,499200.0,1804800.0,600000000.0,2.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,58589,4.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,60133,4.0,bugdoc
0,0.9,1.0,499200.0,499200.0,1065600000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,62769,4.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,408000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,64320,4.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,1.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,60132,4.0,bugdoc
0,0.9,2.0,499200.0,499200.0,2133000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,50.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,57536,4.0,bugdoc
0,0.9,2.0,2265600.0,1804800.0,204000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,59398,4.0,bugdoc
0,0.9,1.0,1420800.0,499200.0,408000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,57339,4.0,bugdoc
0,0.9,2.0,499200.0,1804800.0,600000000.0,1.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,63675,4.0,bugdoc
0,0.9,2.0,499200.0,499200.0,2133000000.0,3.0,0.0,60.0,100.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,62370,4.0,bugdoc
0,0.9,2.0,2265600.0,1804800.0,204000000.0,3.0,1.0,60.0,500.0,10.0,3.0,1.0,50.0,0.0,2.0,1.0,950000.0,60.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,59729,4.0,bugdoc
0,0.5,2.0,2265600.0,1804800.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,60.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,58381,5.0,bugdoc
0,0.5,1.0,1420800.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,56373,5.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,60290,5.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,100.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,58994,5.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,600000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,55854,5.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,65536.0,24000000.0,256.0,100.0,1000.0,57181,5.0,bugdoc
0,0.5,2.0,2265600.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,950000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,60404,5.0,bugdoc
0,0.5,2.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,59410,5.0,bugdoc
0,0.5,2.0,499200.0,268800.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,58832,5.0,bugdoc
0,0.5,2.0,1420800.0,499200.0,408000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,60353,5.0,bugdoc
0,0.5,1.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,55754,5.0,bugdoc
0,0.5,2.0,2265600.0,2265600.0,204000000.0,2.0,0.0,100.0,500.0,80.0,3.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,60057,5.0,bugdoc
0,0.5,2.0,2265600.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,2000.0,55114,5.0,bugdoc
0,0.5,1.0,1420800.0,499200.0,408000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,57290,5.0,bugdoc
0,0.5,1.0,499200.0,499200.0,204000000.0,2.0,0.0,100.0,500.0,10.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,60928,5.0,bugdoc
0,0.5,2.0,499200.0,2265600.0,204000000.0,2.0,0.0,100.0,500.0,80.0,0.0,2.0,60.0,0.0,1.0,0.0,500000.0,30.0,30.0,5.0,4.0,32768.0,24000000.0,256.0,100.0,1000.0,61149,5.0,bugdoc
0,0.9,2.0,499200.0,1420800.0,600000000.0,2.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,65020,6.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,1.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,68499,6.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,60607,6.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,1.0,32768.0,96000000.0,128.0,50.0,1000.0,65047,6.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,2.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,62379,6.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,3.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,1.0,1.0,1.0,950000.0,30.0,30.0,50.0,1.0,32768.0,96000000.0,128.0,50.0,1000.0,60539,6.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,1.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,62809,6.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,2.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,60.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,62597,6.0,bugdoc
0,0.9,2.0,1420800.0,268800.0,600000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,66729,6.0,bugdoc
0,0.9,2.0,499200.0,1804800.0,600000000.0,1.0,0.0,100.0,100.0,80.0,3.0,1.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,65990,6.0,bugdoc
0,0.9,1.0,1420800.0,268800.0,600000000.0,3.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,68340,6.0,bugdoc
0,0.9,2.0,499200.0,1804800.0,600000000.0,1.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,1.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,65968,6.0,bugdoc
0,0.9,2.0,499200.0,268800.0,600000000.0,3.0,0.0,100.0,100.0,80.0,3.0,2.0,50.0,0.0,1.0,1.0,950000.0,30.0,30.0,50.0,4.0,32768.0,96000000.0,128.0,50.0,1000.0,66991,6.0,bugdoc
0,0.5,1.0,729600.0,499200.0,600000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,30.0,50.0,1.0,65536.0,24000000.0,256.0,100.0,2000.0,52338,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,53831,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,24000000.0,256.0,100.0,1000.0,52496,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,1866000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,49249,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,600000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,1.0,1.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,55516,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,1866000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,24000000.0,256.0,100.0,1000.0,49236,7.0,bugdoc
0,0.9,2.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,51381,7.0,bugdoc
0,0.5,1.0,729600.0,2265600.0,600000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,60.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,50559,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,55875,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,51995,7.0,bugdoc
0,0.9,1.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,49501,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,1866000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,1.0,1.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,50975,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,800000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,2000.0,55108,7.0,bugdoc
0,0.5,1.0,499200.0,2265600.0,800000000.0,4.0,0.0,60.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,50204,7.0,bugdoc
0,0.5,1.0,1804800.0,2265600.0,800000000.0,1.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,0.0,950000.0,60.0,30.0,50.0,1.0,65536.0,96000000.0,256.0,100.0,1000.0,53006,7.0,bugdoc
0,0.5,1.0,729600.0,499200.0,2133000000.0,4.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,0.0,2.0,1.0,950000.0,60.0,30.0,50.0,1.0,65536.0,24000000.0,256.0,100.0,2000.0,50586,7.0,bugdoc
0,0.9,2.0,1420800.0,1804800.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,60579,8.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,500000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,61528,8.0,bugdoc
0,0.9,1.0,1420800.0,499200.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,64542,8.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,60.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,58142,8.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,63230,8.0,bugdoc
0,0.9,2.0,499200.0,1804800.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,64160,8.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,3.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,64274,8.0,bugdoc
0,0.9,1.0,499200.0,499200.0,800000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,61725,8.0,bugdoc
0,0.9,2.0,1420800.0,499200.0,408000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,63798,8.0,bugdoc
0,0.9,2.0,499200.0,499200.0,600000000.0,1.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,60311,8.0,bugdoc
0,0.9,2.0,499200.0,499200.0,2133000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,30.0,50.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,62014,8.0,bugdoc
0,0.9,2.0,192000.0,1804800.0,204000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,61995,8.0,bugdoc
0,0.9,1.0,1420800.0,499200.0,408000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,60995,8.0,bugdoc
0,0.9,2.0,499200.0,1804800.0,600000000.0,1.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,57320,8.0,bugdoc
0,0.9,2.0,499200.0,499200.0,2133000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,30.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,60511,8.0,bugdoc
0,0.9,2.0,192000.0,1804800.0,204000000.0,2.0,1.0,60.0,500.0,80.0,3.0,2.0,60.0,1.0,2.0,1.0,950000.0,30.0,60.0,5.0,4.0,65536.0,24000000.0,128.0,50.0,2000.0,56886,8.0,bugdoc
0,0.9,2.0,422400.0,499200.0,1866000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,63166,9.0,bugdoc
0,0.9,1.0,422400.0,499200.0,1065600000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,30.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,67005,9.0,bugdoc
0,0.9,2.0,422400.0,2265600.0,1065600000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,60311,9.0,bugdoc
0,0.9,2.0,422400.0,499200.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,67523,9.0,bugdoc
0,0.9,1.0,422400.0,499200.0,1065600000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,50.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,67746,9.0,bugdoc
0,0.9,1.0,499200.0,499200.0,1065600000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,67543,9.0,bugdoc
0,0.9,2.0,422400.0,268800.0,600000000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,61706,9.0,bugdoc
0,0.9,1.0,1420800.0,499200.0,1065600000.0,2.0,0.0,60.0,100.0,80.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,67117,9.0,bugdoc
0,0.9,2.0,422400.0,268800.0,1065600000.0,2.0,0.0,100.0,100.0,10.0,3.0,2.0,60.0,1.0,1.0,1.0,950000.0,60.0,60.0,5.0,1.0,65536.0,24000000.0,128.0,50.0,1000.0,62335,9.0,bugdoc
